idx,name,category,price,description,color,temp_level,hot_pick,regdate,hue,saturation,lightness,image_url,url
685,NT7PR03L 화이트라벨 스트라이프 반팔 폴로_PINK,top,108000,살짝 어지러운 느낌의 옷 보다보면 어지러울 듯?,Red,3,0,5/22/25 11:43,348,17,54,http://localhost:8080/product_images/685_WHITELABEL.webp,https://www.musinsa.com/products/5106614
686,피케 폴로 반팔 카라티 015502 ,top,18600,변우석이 입은거 보니 역시나,Purple,3,0,5/22/25 11:44,306,29,48,http://localhost:8080/product_images/686_PIKEPOLO.webp,https://www.musinsa.com/products/5017539
687,베이직 피케 폴로 반팔 티셔츠 멜란지 화이트,top,89100,깔끔하고 무난한 흰 카라티,White,3,0,5/22/25 11:46,100,4,85,http://localhost:8080/product_images/687_BasicPEKE.webp,https://www.musinsa.com/products/5029471
688,CLASSIC LOGO PK COLLAR TEE white,top,79000,차은우가 입음,White,3,0,5/22/25 11:47,200,11,89,http://localhost:8080/product_images/688_CLASSICLOGO.webp,https://www.musinsa.com/products/4884766
689,아라스 링거 니트 반팔 GKBST33,top,29400,네이비로 포인트 준 포근한 반팔,White,3,0,5/22/25 11:50,38,14,89,http://localhost:8080/product_images/689_ARaSRinger.webp,https://www.musinsa.com/products/5112225
690,HARD TWIST RIBBED HENLEY NECK HALF KNIT [MELANGE GREY],top,66750,약간 부담스러우면서 멋있는 니트,Gray,3,0,5/22/25 11:51,320,1,50,http://localhost:8080/product_images/690_HARDTWISTRIBBED.webp,https://www.musinsa.com/products/5089648
691,퓨어 코튼 브이넥 니트 [레드],top,45900,정렬적이고 강렬한 빨강!,Red,2,0,5/22/25 11:52,350,86,34,http://localhost:8080/product_images/691_PUARECOTTON.webp,https://www.musinsa.com/products/4747226
692,카라 배색 반팔 니트 블루,top,75650,약간 조금 아저씨 룩,Cyan,3,0,5/22/25 11:54,206,82,24,http://localhost:8080/product_images/692_BLUEBASACK.webp,https://www.musinsa.com/products/4797990
693,피그먼트 허슬 오버핏 슬리브리스 (차콜) 25SL03,top,29990,근육 많은 분들이 입어야 좋은 옷,Black,3,0,5/22/25 11:55,34,8,18,http://localhost:8080/product_images/693_HUSLEOVERFIT.webp,https://www.musinsa.com/products/4917771
694,비치클럽 피그먼트 슬리브리스 라이트그레이 FSL111,top,29800,해변에서 근육 많은 사람들이 입음,Gray,3,0,5/22/25 11:56,223,4,68,http://localhost:8080/product_images/694_bichiClub.webp,https://www.musinsa.com/products/5092318
695,남성 레귤러핏 슬리브리스_001(10520-033-401-46),top,9900,이건 안에 입어야 하는 옷,White,3,0,5/22/25 11:58,320,10,94,http://localhost:8080/product_images/695_Regulafit.webp,http://localhost:8080/manager.html
696,[DRAW FIT X MANJAE] 리브드 슬리브리스 [MELANGE],top,26100,근육이 예쁘면 진짜 예쁨,Gray,3,0,5/22/25 11:59,0,1,61,http://localhost:8080/product_images/696_DRAWFIT.webp,https://www.musinsa.com/products/5068725
701,팔레르모 스페셜 - 핑크:그린:검,shoes,82990,유니크한 핑크색이 돋보이는 푸마의 스페셜 신발입니다.,Red,3,0,5/21/25 17:19,338,42,73,http://localhost:8080/product_images/701_shoes_pink.webp,https://www.musinsa.com/products/3681232
702,단테 - 화이트,shoes,101990,그 유명한 닥터 마틴! 당신도 인싸가 될 수 있습니다 우리 모두 함께 패션 센스를 돋보여봐요,White,3,0,5/21/25 17:21,228,12,92,http://localhost:8080/product_images/702_shoes_white.webp,https://www.musinsa.com/products/1115031
703,스몰 레드 하트 로우탑 스니커즈 - 블랙,shoes,158990,꼼데가르송의 패션 센스가 돋보이는 평범한 듯 특이한 검은색 바탕의 스니커즈입니다.,Gray,3,0,5/21/25 17:24,11,12,35,http://localhost:8080/product_images/703_shoes_black.webp,https://www.musinsa.com/products/5021510
704,메달리스트 스니커즈 in leather black white,shoes,137500,"아메리칸 스타일의 흰색, 검정색의 대비가 돋보이는 신발입니다.",Gray,3,0,5/21/25 17:51,24,3,62,http://localhost:8080/product_images/704_shoes_black.webp,https://www.musinsa.com/products/2284961
705,캠퍼스 00s - 브라운,shoes,96990,브라운 색상의 패션 스니커즈화입니다. 아디다스만의 디자인 패턴이 돋보입니다.,Orange,3,0,5/22/25 9:44,28,31,51,http://localhost:8080/product_images/705_shoes_brown.webp,https://www.musinsa.com/products/4648367
706,올드스쿨 - 피그 스웨이드 스타게이져,shoes,95000,우수한 내구성과 부드러운 촉감의 스웨이드 소재로 제작된 패션 스니커즈화입니다.,Cyan,3,0,5/22/25 9:46,203,21,47,http://localhost:8080/product_images/706_shoes_blue.webp,https://www.musinsa.com/products/4761738
707,링컨 4 - 오트밀:오트 밀크,shoes,159000,폭신한 탑 EVA폼과 고무 코팅 된 포듈러 디자인의 러닝화입니다.,Beige,3,0,5/22/25 9:47,27,28,75,http://localhost:8080/product_images/707_shoes_ivory.webp,https://www.musinsa.com/products/4699344
708,푸마 터프 테라Hi Gloss - 화이트:그레이,shoes,81990,퀼팅 처리한 패딩 소재 어퍼와 플리스 안감으로 구성 된 독특한 패션 스니커즈화입니다.,Light Gray,3,0,5/22/25 9:49,20,7,83,http://localhost:8080/product_images/708_shoes_white.webp,https://www.musinsa.com/products/4599739
709,MS2356 페니로퍼 도루스 브라운,shoes,44900,도시의 익숙함과 오래된 감성을 더한 어반 빈티지 감성의 로퍼입니다.,Gray,3,0,5/22/25 9:51,354,7,26,http://localhost:8080/product_images/709_shoes_brown.webp,https://www.musinsa.com/products/1246818
710,뉴포트 H2 샌들 Triple Black,shoes,160500,워터 슈즈의 실루엣과 기능성에 트레킹화를 접목시킨 독특한 구조의 하이브리드 샌들입니다.,Gray,3,0,5/22/25 9:52,0,3,25,http://localhost:8080/product_images/710_shoes_black.webp,https://www.musinsa.com/products/2378989
711,ZHAK (제크) 블랙,shoes,59600,아이캐칭이 되는 컬러 구성과 룩에 포인트를 줄 수 있는 레이어드 패턴의 디자인 포인트,Gray,3,0,5/22/25 9:54,300,5,21,http://localhost:8080/product_images/711_shoes_black.webp,https://www.musinsa.com/products/3951326
712,말모 어센틱 스니커즈,shoes,82710,트렌디한 오버사이즈 컵솔 유닛에 클래식 테니스 갑피 결합으로 선보이는 하이브리드 CK 스니커즈입니다.,Beige,3,0,5/22/25 9:57,26,20,86,http://localhost:8080/product_images/712_shoes_white.webp,https://www.musinsa.com/products/4241773
713,푸마 클럽 SD FS - 초콜릿:타우페,shoes,62990,축구에서 영감을 받은 푸마 클럽 실룻엣으로 인조 가죽과 폴리에스터 소재를 레이어드한 패션 스니커즈화입니다.,Orange,3,0,5/22/25 9:58,20,17,31,http://localhost:8080/product_images/713_shoes_brown.webp,https://www.musinsa.com/products/3811288
714,(남성) 링컨 4 - 포레스트 리첸:유칼립투스,shoes,159000,고무 코팅 된 포듈러 디자인의 하단 EVA가 사용되어 부드러운 착화감이 특징인 러닝화입니다.,Light Gray,2,0,5/22/25 10:04,42,14,62,http://localhost:8080/product_images/714_shoes_green.webp,https://www.musinsa.com/products/4726823
715,튜린3 Golazo Metallic - 실버:아이보리,shoes,54990,광택이 돋보이는 실버 색상의 패션 스니커즈화입니다.,Light Gray,2,0,5/22/25 10:05,23,5,68,http://localhost:8080/product_images/715_shoes_silver.webp,https://www.musinsa.com/products/4240676
716,올드스쿨 - 데님 블루:마쉬멜로우,shoes,70990,캐주얼한 스타일의 데님 소재의 패션 스니커즈화입니다.,Gray,2,0,5/22/25 10:08,235,10,24,http://localhost:8080/product_images/716_shoes_blue.webp,https://www.musinsa.com/products/4761739
717,재팬 - 크림화이트:블루,shoes,133990,1964년 아카이브를 재해석한 스웨이드 코팅 가죽 소재의 스니커즈입니다.,Light Gray,3,0,5/22/25 10:10,197,8,64,http://localhost:8080/product_images/717_shoes_white.webp,https://www.musinsa.com/products/4739383
718, 재팬 - 크림화이트:루비,shoes,149000,크림화이트 색상의 부드러운 소재가 매력적인 스니커즈입니다.,Beige,2,0,5/22/25 10:15,20,23,66,http://localhost:8080/product_images/718_shoes_ivory.webp,https://www.musinsa.com/products/4739382
719,푸마 터프 테라 Hi Gloss - 블랙:다크그레이,shoes,81990,든든한 충전재로 높은 보온성을 지닌 터프입니다.,Gray,2,0,5/22/25 10:16,12,5,18,http://localhost:8080/product_images/719_shoes_black.webp,https://www.musinsa.com/products/4537666
720,젤-1130 - 스틸 그레이:퓨어 실버,shoes,119000,2004년 처음 런칭한 젤-1130을 다시 복각한 스포츠 러닝화입니다.,Gray,3,0,5/22/25 10:18,195,2,51,http://localhost:8080/product_images/720_shoes_silver.webp,https://www.musinsa.com/products/3392006
721, 블랑 티롤리안 로우 R23M702,shoes,88000,로맨틱무브의 자체 공방에서 제작된 질 좋은 천연 소가죽 소재의 모카신입니다.,Beige,2,0,5/22/25 10:20,33,33,74,http://localhost:8080/product_images/721_shoes_ivory.webp,https://www.musinsa.com/products/3435994
722,스탠스미스 - 화이트:블루,shoes,54990,뒤꿈치를 둘러싼 스웨이드 디테일이 돋보이는 이번 버전은 오리지널 스니커즈의 본질을 살린 빈티지한 분위기를 선보입니다,Light Gray,3,0,5/22/25 10:21,225,4,81,http://localhost:8080/product_images/722_shoes_white.webp,https://www.musinsa.com/products/3475357
723,BB 4000 II - 그린,shoes,64500,80년대 농구 코트의 DNA를 기반으로 한 리복의 아이코닉 라이프 스타일 스니커즈입니다.,Gray,3,0,5/22/25 10:24,36,12,49,http://localhost:8080/product_images/723_shoes_white.webp,https://www.musinsa.com/products/3093525
724,스타일 36 - (빈티지 팝) 포트,shoes,33990,빈티지 스타일의 단화입니다.,Light Gray,3,0,5/22/25 10:25,22,6,61,http://localhost:8080/product_images/724_shoes_white.webp,https://www.musinsa.com/products/3008388
725,팔레르모 Palermo,shoes,83300,1980년대 초반 축구 경기장에서 선보인 클래식 스타일의 스니커즈입니다.,Light Gray,3,0,5/22/25 10:26,240,5,74,http://localhost:8080/product_images/725_shoes_white.webp,https://www.musinsa.com/products/4604305
726,Hypnotic CL,shoes,43990,푹신한 소재와 정교한 디자인이 돋보이는 운동화입니다.,Light Gray,3,0,5/22/25 10:28,320,5,88,http://localhost:8080/product_images/726_shoes_white.webp,https://www.musinsa.com/products/4660576
727,CELINA (셀리나) 화이트,shoes,47600,엄브로의 로고가 돋보이는 모든 착장에 어울리는 패션 스니커즈화입니다.,Beige,3,0,5/22/25 10:29,36,18,78,http://localhost:8080/product_images/727_shoes_ivory.webp,https://www.musinsa.com/products/3791871
728,클럽 C 85 - 허스키,shoes,64500,스포티한 감성과 레트로한 디자인이 융합된 리복의 패션 스니커즈화입니다.,Beige,3,0,5/22/25 10:30,25,19,75,http://localhost:8080/product_images/728_shoes_ivory.webp,https://www.musinsa.com/products/2921406
729,Steve Autumn Slipper,shoes,24950,편하게 어디서든 신을 수 있는 퍼 슬리퍼입니다.,Orange,3,0,5/22/25 10:31,24,20,34,http://localhost:8080/product_images/729_shoes_brown.webp,https://www.musinsa.com/products/4382136
730,스펙터 102,shoes,54500,"트렌디한 스타일의 스펙터 102, 프로스펙스의 기술력을 느껴보세요.",Gray,3,0,5/22/25 10:33,345,3,28,http://localhost:8080/product_images/730_shoes_black.webp,https://www.musinsa.com/products/2433728
731,버클 쿠션 슬리퍼,shoes,7900,저렴한 가격의 낫소 버클 쿠션 슬리퍼입니다.,Black,3,0,5/22/25 10:34,33,28,8,http://localhost:8080/product_images/731_shoes_black.webp,https://www.musinsa.com/products/4073284
732,로마 OG 나일론 - 클럽레드,shoes,109000,정열적인 빨간색과 부드러운 소 가죽이 만난 포인트로 주기에 적합한 스니커즈입니다.,Red,3,0,5/22/25 10:35,355,35,60,http://localhost:8080/product_images/732_shoes_red.webp,https://www.musinsa.com/products/3849851
733,WTRD1102 데미안 4홀 더비슈즈 매트블랙,shoes,39600,매트한 질감으로 어디에서도 깔끔한 느낌을 줄 수 있는 더비 슈즈입니다.,Black,3,0,5/22/25 10:36,26,18,8,http://localhost:8080/product_images/733_shoes_black.webp,https://www.musinsa.com/products/949538
734,마싸 브라운,shoes,11900,저렴한 가격이 장점인 깔끔한 캔버스입니다.,Red,3,0,5/22/25 10:38,356,28,24,http://localhost:8080/product_images/734_shoes_red.webp,https://www.musinsa.com/products/1178729
735,슈퍼스타 82 - 그린:오프화이트,shoes,58990,아디다스의 패션 센스가 돋보이는 색상 매치로 많은 사람들의 마음을 이끌어내는 패션 스니커즈화입니다.,Green,3,0,5/22/25 10:39,159,16,39,http://localhost:8080/product_images/735_shoes_green.webp,https://www.musinsa.com/products/3606176
736,모디 스니커즈 FLFDDA3U01,shoes,24900,저렴한 가격과 깔끔한 디자인으로 많은 사람의 이목을 끌었던 패션 스니커즈화입니다.,Orange,3,0,5/22/25 10:40,15,31,25,http://localhost:8080/product_images/736_shoes_brown.webp,https://www.musinsa.com/products/3682842
737,트랜스포트 모던 러닝 슈즈,shoes,55300,깔끔한 디자인의 운동화로 모든 상황에 잘 어울리는 신발입니다.,Light Gray,3,0,5/22/25 10:42,330,5,83,http://localhost:8080/product_images/737_shoes_white.webp,https://www.musinsa.com/products/4701892
738,퀀텀 그램 하이크 (W2)_White,shoes,69000,아이더의 기술력으로 가볍고 편안함을 강조하는 캐주얼 스타일의 등산화입니다.,Light Gray,3,0,5/22/25 10:49,225,6,86,http://localhost:8080/product_images/738_shoes_white.webp,https://www.musinsa.com/products/2633549
739,컴피쿠시 원 - (체커보드) 레이싱 레드:마쉬멜로우,shoes,49990,체커보드의 패턴이 돋보이는 캐주얼한 캔버스입니다.,Red,3,0,5/22/25 10:50,351,35,71,http://localhost:8080/product_images/739_shoes_red.webp,https://www.musinsa.com/products/2670201
740,삼바 OG - 카본:레드,shoes,54990,"강렬한 블랙, 레드 조합으로 시선을 강탈하는 패션 스니커즈화입니다.",Red,3,0,5/22/25 10:51,355,38,35,http://localhost:8080/product_images/740_shoes_black.webp,https://www.musinsa.com/products/3756827
741,가젤 인도어 - 블루:블랙,shoes,66990,로우 클래식의 가젤은 가벼운 스웨이드 갑피로 ,Cyan,3,0,5/22/25 10:55,203,24,36,http://localhost:8080/product_images/741_shoes_blue.webp,https://www.musinsa.com/products/3552391
742,드래곤 비트 (QN323LCR82),shoes,44700,르꼬끄 특유의 스타일로 만들어진 패션 스니커즈화입니다.,Light Gray,3,0,5/22/25 10:57,255,2,68,http://localhost:8080/product_images/742_shoes_white.webp,https://www.musinsa.com/products/4710463
743,플랫폼 볼륨 더비 화이트,shoes,39900,독특한 화이트 컬러의 깔끔한 로퍼입니다.,Light Gray,3,0,5/22/25 10:58,32,11,66,http://localhost:8080/product_images/743_shoes_white.webp,https://www.musinsa.com/products/3695682
744,마스 볼륨 스퀘어토 2홀 왈라비 더비슈즈 카멜,shoes,54500,위더로드만의 감성으로 가득한 밝은 색상의 더비 슈즈입니다.,Orange,3,0,5/22/25 11:00,26,51,47,http://localhost:8080/product_images/744_shoes_brown.webp,https://www.musinsa.com/products/4509321
745,비틀 유팁 더비 R23M701,shoes,88000,부드러운 소재와 색상으로 무장한 여심 저격 더비 슈즈입니다.,Beige,3,0,5/22/25 11:01,38,27,67,http://localhost:8080/product_images/745_shoes_ivory.webp,https://www.musinsa.com/products/3435828
746,플로트직 시메트로스 - 오렌지,shoes,111300,오렌지 색상으로 포인트를 준 편안한 러닝화입니다.,Red,3,0,5/22/25 11:02,12,43,75,http://localhost:8080/product_images/746_shoes_orange.webp,https://www.musinsa.com/products/4025611
747,남성 Newmarket 추카 부츠 브라운,shoes,89000,깔끔한 브라운 색상의 미들 부츠입니다.,Orange,3,0,5/22/25 11:04,21,44,25,http://localhost:8080/product_images/747_shoes_brown.webp,https://www.musinsa.com/products/3853246
748,레스모아 남성 왈라비 캐주얼화,shoes,118800,국내 유명 브랜드인 금강의 기술력으로 편안함과 비주얼을 모두 잡은 스니커즈입니다.,Orange,3,0,5/22/25 11:06,25,28,50,http://localhost:8080/product_images/748_shoes_brown.webp,https://www.musinsa.com/products/4524879
749,RS-X 40th 애니버서리 - 블랙:라이트그레이,shoes,75990,푸마의 40주년 기념 한정판 스니커즈화입니다.,Light Gray,3,0,5/22/25 11:07,67,5,68,http://localhost:8080/product_images/749_shoes_green.webp,https://www.musinsa.com/products/3886486
750,플로트직 1 - 라이트 블루,shoes,104300,Foam 쿠셔닝을 적용하여 안정적인 착화감을 제공하는 플로트직 러닝화입니다.,Light Gray,3,0,5/22/25 11:09,346,13,74,http://localhost:8080/product_images/750_shoes_blue.webp,https://www.musinsa.com/products/4025602
751,리더 E.H 스웨이드 건메탈,shoes,67990,닥터마틴만의 유니크한 스타일로 이목을 끌고 있는 스웨이드 건메탈 더비 슈즈입니다.,Gray,3,0,5/22/25 11:11,12,4,45,http://localhost:8080/product_images/751_shoes_gray.webp,https://www.musinsa.com/products/3467909
752,벨리 스니커즈,shoes,175000,고급진 버건디 색상으로 선보이는 깔끔한 스니커즈입니다.,Red,3,0,5/22/25 11:12,347,40,25,http://localhost:8080/product_images/752_shoes_red.webp,https://www.musinsa.com/products/4479356
753,그런지 캔버스 스니커즈,shoes,55300,대비되는 빨간색과 화이트의 조합으로 꾸준히 사랑받고 있는 캔버스입니다.,Red,3,0,5/22/25 11:13,352,59,44,http://localhost:8080/product_images/753_shoes_red.webp,https://www.musinsa.com/products/2219613
754,샤크 어택 - 화이트:오렌지,shoes,94500,"다양한 색상의 조합으로 시선을 뗄 수 없는 매력 포인트, 샤크 어택 농구화입니다.",Gray,3,0,5/22/25 11:15,351,6,52,http://localhost:8080/product_images/754_shoes_mix.webp,https://www.musinsa.com/products/3327533
755,클럽 C 그라운드 UK - 레드,shoes,97300,리복만의 UK 스타일을 살린 패션 스니커즈화입니다.,Red,3,0,5/22/25 11:16,7,40,43,http://localhost:8080/product_images/755_shoes_red.webp,https://www.musinsa.com/products/3775148
756,청키하이 모노 자카드 B,shoes,90300,고급스러움과 캐주얼함을 잘 섞어 놓은 하이 운동화입니다.,Beige,3,0,5/22/25 11:17,27,15,66,http://localhost:8080/product_images/756_shoes_ivory.webp,https://www.musinsa.com/products/2172072
757,빅볼청키 P 메가 NY,shoes,83300,MLB의 스테디 셀러인 빅볼청키 NY입니다.,Light Gray,3,0,5/22/25 11:18,41,11,71,http://localhost:8080/product_images/757_shoes_ivory.webp,https://www.musinsa.com/products/2649540
758,남녀공용 하이킹화 모션,shoes,125000,평상화로도 손색이 없는 스타일의 편안한 하이킹화입니다.,Gray,3,0,5/22/25 11:19,60,10,41,http://localhost:8080/product_images/758_shoes_green.webp,https://www.musinsa.com/products/3553204
759,남성 헤리티지 6인치 레이스업 방수 부츠 다크블루,shoes,134000,하이탑 스타일의 부츠로 나만의 스타일을 뽐내고 싶은 분들을 위한 부츠입니다.,Gray,3,0,5/22/25 11:21,285,3,28,http://localhost:8080/product_images/759_shoes_blue.webp,https://www.musinsa.com/products/4990544
760,VAIDER STADIUM,shoes,39000,저렴한 가격에 만나볼 수 있는 수프라의 감성이 담긴 운동화입니다.,Green,3,0,5/22/25 11:31,152,28,43,http://localhost:8080/product_images/760_shoes_green.webp,https://www.musinsa.com/products/3601637
761,클럽 C 그라운드 UK - 네이비,shoes,69500,리복의 UK 감성을 담은 네이비 색상의 패션 스니커즈입니다.,Gray,3,0,5/22/25 11:34,250,7,34,http://localhost:8080/product_images/761_shoes_navy.webp,https://www.musinsa.com/products/3465545
762,442 스니커즈 GREEN,shoes,23900,저렴한 가격이 강점인 피파1904의 패션 스니커즈화입니다.,Green,3,0,5/22/25 11:36,148,31,44,http://localhost:8080/product_images/762_shoes_green.webp,https://www.musinsa.com/products/3267505
763,공용 PNI 피엔아이 SPHPFNLS304UORD,shoes,68600,정열적인 붉은색에 어울리는 검은색 포인트로 어딜가나 사랑받는 공용 패션 스니커즈입니다.,Red,3,0,5/22/25 11:37,3,43,41,http://localhost:8080/product_images/763_shoes_red.webp,https://www.musinsa.com/products/4915669
764,하이브리드 유닛 델타,shoes,67150,흔치 않은 보라색의 컬러감으로 무장한 트렌디한 캔버스입니다.,Blue,3,0,5/22/25 11:39,259,35,25,http://localhost:8080/product_images/764_shoes_purple.webp,https://www.musinsa.com/products/2025759
765,2046 웨스트민스터,shoes,99990,닥터마틴 즐기는 클래식 더비슈즈입니다.,Orange,3,0,5/22/25 11:40,17,35,47,http://localhost:8080/product_images/765_shoes_brown.webp,https://www.musinsa.com/products/3171847
766,에어로우 윈드,shoes,50410,"3중 쿠셔닝 시스템으로 발을 더 편안하게, 정교한 패턴으로 이루어진 스니커즈입니다.",Light Gray,3,0,5/22/25 11:48,168,8,62,http://localhost:8080/product_images/766_shoes_blue.webp,https://www.musinsa.com/products/2014886
767,청키클래식 바시티 LA,shoes,104300,흰색 바탕에 깔끔한 푸른색으로 포인트를 살린 청키 클래식 스니커즈입니다.,Light Gray,3,0,5/22/25 11:49,250,4,69,http://localhost:8080/product_images/767_shoes_white.webp,https://www.musinsa.com/products/3401557
768,가젤 - 블랙:옐로우,shoes,50990,독특한 노란색 포인트로 패션 센스가 돋보이는 가젤 스니커즈입니다.,Yellow,3,0,5/22/25 11:50,50,39,37,http://localhost:8080/product_images/768_shoes_black.webp,https://www.musinsa.com/products/3328433
769,젤-프리샷 클래식 - 피코트:선플라워,shoes,99000,기존 골프화의 이미지를 깨는 트렌디한 감성의 아식스 골프화입니다.,Orange,3,0,5/22/25 11:51,36,37,39,http://localhost:8080/product_images/769_shoes_blue.webp,https://www.musinsa.com/products/3086968
770,Vamonos A500018-003,shoes,316800,특별히 튀고 싶은 날 독특한 색감으로 모두의 시선을 끌 수 있는 로퍼입니다.,Yellow,3,0,5/22/25 11:52,51,44,31,http://localhost:8080/product_images/770_shoes_green.webp,https://www.musinsa.com/products/3826749
802,AMERICAN HORROR BALL CAP-BEIGE,etc,14400,워싱 가공을 통한 부드러운 원단과 톤 다운된 매력적인 컬러감,Beige,2,0,5/21/25 15:59,32,46,70,http://localhost:8080/product_images/802_etc_beige.webp,https://www.musinsa.com/products/4644999
803,NATIVITY MM CAP STONE WASHING (BLACK),etc,47000,마이딥브루메모리즈의 시그니처 텍스트 의미를 담은 형상의 디자인으로 이루어진 심볼로고,Gray,3,0,5/21/25 16:04,0,3,27,http://localhost:8080/product_images/803_etc_grey.webp,https://www.musinsa.com/products/4836108
804,RC BB557 GREEN 선글라스,etc,25200,활동성 있는 컬러풀한 디자인으로 안경 다리에 철심을 넣어 더 견고하게 리뉴얼,Orange,3,0,5/21/25 17:36,40,99,59,http://localhost:8080/product_images/804_etc.yellow.webp,https://www.musinsa.com/products/2458627
805,COLDER 2colors 편광 선글라스,etc,31000,편광 렌즈로 자외선 뿐만 아니라 편광(난반사)까지 차단!! ,Blue,3,0,5/21/25 17:38,249,16,15,http://localhost:8080/product_images/805_etc.black.webp,https://www.musinsa.com/products/2862399
806,BAUUS C1,etc,22800,정직하고 바른 재료를 사용하여 본질에 집중한 데일리 아이웨어를 놀라운 가격과 품질로 제안합니다.,Gray,3,0,5/21/25 17:40,336,8,25,http://localhost:8080/product_images/806_etc.black.webp,https://www.musinsa.com/products/1496749
807,BG284CAP902_WEDNESDAY WASHING CAP-BURGUNDY,etc,12600,워싱 가공을 통한 부드러운 원단과 톤 다운된 매력적인 컬러감,Red,3,0,5/21/25 17:42,347,67,31,http://localhost:8080/product_images/807_etc.red.webp,https://www.musinsa.com/products/2198830
808,1988 로고 볼 캡-그린,etc,29000,스트릿적인 요소와 미니멀적인 요소를 필루미네이트만의 색으로 표현!!,Green,2,0,5/21/25 17:44,110,18,39,http://localhost:8080/product_images/808_etc.green.webp,https://www.musinsa.com/products/3044032
809,MLB 핀치히터 LA다저스 볼캡 로얄 블루,etc,36000,심플하면서도 스타일리시한 핏 감으로 사랑받은 핀치히터! 데일리 캡으로 추천하는 핀치히터 볼캡을 만나보세요.,Blue,3,0,5/21/25 17:45,238,48,25,http://localhost:8080/product_images/809_etc.blue.webp,https://www.musinsa.com/products/3865996
810,BROMPTON KNIT MUFFLER - BEIGE (P234AMS210),etc,119200,베이직한 디자인의 니트 머플러,Beige,1,0,5/21/25 23:25,21,20,86,http://localhost:8080/product_images/810_etc.beige.webp,https://www.musinsa.com/products/4456244
811,C로고 풀랭스삭스 3켤레 White,etc,18000,뛰어난 땀 흡수력의 double dry기능이 적용된 폴리에스터 혼방소재 사용하여 발을 시원하게 유지시키고 소프트한 착용감 제공,Light Gray,3,0,5/21/25 23:34,0,14,90,http://localhost:8080/product_images/811_etc.white.webp,https://www.musinsa.com/products/2960555
812,라이트웨이트 크루 삭스 7팩 [블랙],etc,19900,얇은 두께와 가벼운 중량으로 제작.,Black,3,0,5/21/25 23:36,323,17,9,http://localhost:8080/product_images/812_etc.black.webp,https://www.musinsa.com/products/991340
813,BROMPTON SOCKS 2 - NAVY (P245ASO202),etc,10400,스포티와 캐주얼 무드를 아우르는 컬러로 출시되어 여러 룩에 활용하기 좋습니다.,Blue,3,0,5/21/25 23:37,237,41,20,http://localhost:8080/product_images/813_etc.blue.webp,https://www.musinsa.com/products/4081646
814,BROMPTON SOCKS 2 - ORANGE (P245ASO202),etc,10400,스포티와 캐주얼 무드를 아우르는 컬러로 출시되어 여러 룩에 활용하기 좋습니다.,Orange,3,0,5/21/25 23:38,21,62,46,http://localhost:8080/product_images/814_etc.orange.webp,https://www.musinsa.com/products/4081649
815,BROMPTON SOCKS 2 - ORANGE (P245ASO202),etc,10400,스포티와 캐주얼 무드를 아우르는 컬러로 출시되어 여러 룩에 활용하기 좋습니다.,Green,3,0,5/21/25 23:39,134,29,35,http://localhost:8080/product_images/815_etc.green.webp,https://www.musinsa.com/products/4081641
816,MATIN CLASSIC LOGO BALL CAP IN BLACK,etc,52200,마뗑킴 기본 볼드 로고 자수가 포인트인 볼캡,Gray,3,0,5/21/25 23:41,260,9,13,http://localhost:8080/product_images/816_etc.black.webp,https://www.musinsa.com/products/4751085
817,로튀스 버킷 햇_LC2783900,etc,80000,뛰어난 경량성과 흡습속건 기능으로 아웃도어 활동 시 땀으로부터 발생하는 불편함을 최소화하고 쾌적하게 착용할 수 있습니다.,Black,3,0,5/21/25 23:42,0,6,7,http://localhost:8080/product_images/817_etc.black.webp,https://www.musinsa.com/products/4888065
